HouseID,Address,ListingPrice,Bedrooms,Bathrooms,SquareFootage,LotSize_Acres,YearBuilt,PropertyType,Status
cedf4c1d-8264-4d27-b33c-4cd5fd68c8cf,"2811 Jacobson Summit, Plainsboro, NJ 08026",2102283,5,5.0,4347,1.84,1995,Single Family,For Sale
0890c311-535a-4b7d-b598-7141af83f009,"37107 Breanna Springs, Hopewell, NJ 08056",2253136,4,5.5,4323,3.12,1970,Single Family,For Sale
c6b10a1d-af4f-4ff7-9ebc-0f63eac7ee35,"37180 Wood Track, New Brunswick, NJ 08601",2534331,4,5.5,4083,2.81,2022,Single Family,For Sale
9a42634a-ee3f-4dfb-bb6b-0a1ff55358d7,"3644 Stephanie Crossroad Suite 744, South Brunswick, NJ 07123",831433,3,4.5,2800,1.52,1967,Single Family,For Sale
55f1c95c-13b1-435b-8b53-d39072c9ca37,"42825 Rodriguez Knolls Suite 411, East Brunswick, NJ 08055",920208,2,2.0,2314,1.67,1996,Single Family,For Sale
95dd7676-2097-4621-ad8b-a4632337a409,"15967 Melton Ville, Piscataway, NJ 07658",1257103,4,2.5,3120,2.18,1978,Single Family,For Sale
5f4d03e6-251b-4310-94e0-198e58ba92ff,"0983 Kennedy Fall Apt. 949, Edison, NJ 08261",1261957,2,4.5,2922,2.53,1953,Townhouse,For Sale
e4c24bc3-13b1-4f0c-9539-6d3ce8fa35bb,"213 Kevin Plaza, Franklin Township, NJ 08663",1588724,4,3.5,3540,3.5,2023,Single Family,For Sale
f5e4cd3f-13b6-4ea7-bed7-36228027a968,"9401 Shepard Cape, Franklin Township, NJ 08094",2095833,6,4.5,5192,3.26,2019,Townhouse,For Sale
f2be8762-bc2d-41b8-acee-b78b0438e53f,"80287 Alexandria Lock Suite 692, Bridgewater, NJ 08582",1121358,5,2.0,3118,2.08,1956,Multi-Family,For Sale
b4d4f9ea-4430-45ee-a478-07b51b28877e,"192 Parker Canyon Apt. 945, Lawrenceville, NJ 08549",3560818,5,4.0,5871,3.2,1993,Single Family,For Sale
85c80a8b-3c85-4e4f-8bd2-ad96ca8c0113,"577 Steven Square Apt. 192, Montgomery, NJ 07248",1767380,5,4.5,4171,3.0,2024,Townhouse,For Sale
7eceec8e-21b9-497d-b219-afd0e3ea64e8,"97748 Shannon Meadows Apt. 746, Montgomery, NJ 07277",2782298,3,5.0,4968,3.48,2021,Condo,For Sale
f42c582a-a152-4537-9de3-10915fe4b24f,"52655 Adams Walks Suite 604, Plainsboro, NJ 07118",1115185,6,2.5,3133,1.04,1962,Single Family,For Sale
e43b6d6b-f206-43f7-9754-09314f454ed8,"936 Christina Mews Suite 313, Lawrenceville, NJ 08799",3172458,4,3.5,5301,3.02,2022,Single Family,For Sale
d6518b2d-b9f5-4644-8776-88dc1ac3c2e8,"677 Gutierrez Route, Edison, NJ 08390",2099787,5,2.5,4116,2.21,1993,Single Family,For Sale
792efe6f-87a0-4e0f-aa33-a5bcb0c071b6,"436 Murphy Point, Woodbridge, NJ 07453",632353,3,2.0,2168,1.46,2004,Multi-Family,For Sale
bb0dc525-0264-436e-a0e4-0b303a699f09,"0378 Samantha Green, West Windsor, NJ 08139",3184781,6,3.0,5366,3.1,1968,Single Family,For Sale
680f7024-de96-40e4-9b66-b4cc1dc231eb,"805 Michael Vista, South Brunswick, NJ 07835",3243328,3,4.0,4748,2.71,2008,Townhouse,For Sale
f78b45a4-f7f1-431c-896f-4eab994d0f76,"25741 Stevenson Plaza, Hillsborough, NJ 08717",1764618,6,2.5,4882,1.07,1957,Single Family,For Sale
754511c1-0ece-482d-b4c8-627c1742f5d0,"980 Dawn Glen Suite 538, Bridgewater, NJ 08158",2553701,3,3.0,3991,2.12,1996,Single Family,For Sale
e262cae6-fa48-4db0-9efb-32ed9a672837,"20116 Erica Street Suite 154, South Brunswick, NJ 07581",1716431,6,2.5,4395,1.78,1990,Single Family,For Sale
1260824b-55fb-42f2-b296-e451e12f2688,"8566 Wright Mission, Montgomery, NJ 08120",2601061,5,5.5,5603,1.92,1999,Condo,For Sale
f55449ab-2afd-45a7-8a65-7ba365c0aec6,"7373 Henry Island Apt. 356, Piscataway, NJ 08336",2281190,6,4.5,4894,2.04,2005,Condo,For Sale
36d20b0b-028b-4e15-aa78-5eae9e2e387d,"772 Toni Ford Suite 677, East Brunswick, NJ 07048",2148731,6,3.5,4247,1.28,1961,Single Family,For Sale
c465c06e-679d-4ffe-b1ba-2f6cdb014af4,"10976 Alexandra Tunnel Suite 847, Hopewell, NJ 07336",1886140,7,5.0,4813,1.57,2010,Condo,For Sale
3f0f619e-dacc-4bf9-a11c-9acd764ed4a9,"1126 Devin Square, Piscataway, NJ 08262",3370751,4,6.0,5240,2.56,1964,Multi-Family,For Sale
39f63fc9-a391-4efe-bf17-5e30bfcb3c23,"20475 Gray Trail, Princeton, NJ 07903",1547649,5,4.0,3919,2.73,1946,Single Family,For Sale
448eb63d-13f9-4b32-9e85-44a780d33283,"471 Morris Junction Suite 108, Princeton, NJ 08846",2414856,6,5.5,4816,3.49,2005,Single Family,For Sale
7df0ddab-3541-4539-bb2a-daa5c8a4921c,"1006 Martinez Villages Apt. 479, West Windsor, NJ 07478",3113585,5,6.0,5069,1.83,2003,Single Family,For Sale
bf9b514c-50d9-44e9-8112-b09501e092e2,"4739 Timothy Canyon Suite 950, Franklin Township, NJ 07189",3964630,5,6.0,6563,2.37,2017,Single Family,For Sale
54fa9c53-a405-4890-9efd-18a70f19b1e2,"36751 Heidi Trail Suite 698, South Brunswick, NJ 07118",3318244,7,4.0,5273,2.1,2011,Single Family,For Sale
105abe69-169c-45c6-bac8-3f235f48d76c,"0890 Spencer Estates Apt. 377, East Brunswick, NJ 08978",3634033,5,4.5,5388,2.6,2014,Multi-Family,For Sale
51a50433-1863-4831-a45e-1f4bc28acc57,"9178 Shannon Road Suite 120, West Windsor, NJ 07084",3225545,3,3.5,5008,3.35,1963,Single Family,For Sale
6e58f023-afc5-4e65-9128-78d103e528a6,"4675 Keith Alley, New Brunswick, NJ 08926",2901179,5,5.0,4959,2.22,2012,Single Family,For Sale
5f81f5dd-bf3b-4008-86bf-31e81d6423a8,"37959 Cannon Landing Apt. 275, Bridgewater, NJ 08174",2554369,7,4.5,5375,2.63,1951,Single Family,For Sale
2b5050b9-a91d-4aea-8557-58f391360133,"52930 William Manors Apt. 174, Princeton, NJ 08908",3057081,4,3.0,5048,4.2,2008,Single Family,For Sale
f7ed86af-1a9c-49f3-a390-6101e3e3be5f,"9437 Michael Landing Suite 274, Hillsborough, NJ 08564",2214844,4,5.5,4586,3.36,1954,Single Family,For Sale
01c7b049-3c2e-4969-836d-806f91874d37,"67228 Douglas Fields, Bridgewater, NJ 07620",1740420,5,2.5,3572,0.98,1951,Single Family,For Sale
ff63693d-ccbf-4b06-b1ad-28a6d41e44e9,"0254 Xavier Spurs, West Windsor, NJ 07053",1465744,5,4.0,3499,2.47,1960,Single Family,For Sale
b891f0c3-a965-4df2-bf78-d7f31b8779dc,"237 Kenneth Village, New Brunswick, NJ 08328",1520675,3,5.5,3285,1.87,1949,Single Family,For Sale
2fc309bf-1624-44ff-be7d-468aa86a0f31,"337 Ryan Lock Suite 996, Montgomery, NJ 08644",961722,2,4.5,2792,3.05,1986,Single Family,For Sale
08f1e223-cd68-48d9-afbc-a96a79f70d25,"8243 Kelly Brooks Apt. 463, Princeton, NJ 07817",1352689,6,4.5,4029,3.17,1958,Single Family,For Sale
a54b0c0c-f4ca-4f01-b851-f21886c72b87,"1564 Kelley Forges, Plainsboro, NJ 08274",1966033,2,4.5,3338,3.01,1987,Townhouse,For Sale
b8231cbb-4f7e-4ae5-b7a2-155ed1df33c5,"34021 Troy Knoll, Princeton, NJ 08270",1814235,2,4.5,3793,1.85,1995,Single Family,For Sale
d34db122-4dda-4d05-94f8-ebca5a7755a9,"724 Mark Courts, Franklin Township, NJ 08307",3797538,6,5.5,6708,2.77,2019,Single Family,For Sale
997222f7-fd15-439a-8fe4-862b55126046,"46440 Stephanie Spur Suite 486, Franklin Township, NJ 08950",1996215,4,4.0,4548,2.7,2013,Single Family,For Sale
2998be8d-c164-4022-ab50-a2061e87b7c1,"842 Shepherd Roads, East Brunswick, NJ 08134",2424941,4,4.5,4948,2.73,2018,Single Family,For Sale
55a2c1e4-67d5-4f3b-b8d2-1023b8b004b6,"0198 Vega Courts, Plainsboro, NJ 08287",3947517,5,3.5,5309,2.95,2005,Single Family,For Sale
b245fbe7-5a2e-4368-86cd-5a823ea40d37,"6368 Terri Turnpike, Plainsboro, NJ 08899",1643758,3,4.5,2788,2.68,1943,Single Family,For Sale
bd95295d-9dba-4ec3-814f-570373237b6e,"5303 Bruce Turnpike, Piscataway, NJ 08777",1885701,6,3.5,4345,1.41,2017,Single Family,For Sale
64f16892-b3ac-40e5-9bdd-ab9deffe0dad,"69744 Megan Via Suite 922, Hopewell, NJ 07708",2126086,5,5.5,5108,3.58,1987,Condo,For Sale
14504f0d-fa6a-4d96-b911-1512099e4335,"4826 Aaron Branch, South Brunswick, NJ 08839",2949053,3,5.5,5327,1.78,2010,Single Family,For Sale
53bfdc12-a686-4026-8bc1-ba7df7b2f84d,"6042 Alicia Springs Suite 843, East Brunswick, NJ 08723",2101014,5,4.0,4629,3.7,2004,Townhouse,For Sale
44d84d70-f38b-4f84-93c1-d318ffd9f9a5,"200 Valencia Ferry, Woodbridge, NJ 07453",2199464,6,3.5,4806,2.19,2000,Townhouse,For Sale
3d0bf200-bb4f-4b7b-9c85-9199691b943a,"48386 Ashlee Prairie, Montgomery, NJ 08311",1462166,4,2.5,3562,1.87,2020,Single Family,For Sale
d865dbea-4b0e-4335-b79a-5071939a5821,"83702 Lisa Vista, Bridgewater, NJ 07094",2470345,7,4.0,5258,3.47,1942,Single Family,For Sale
84f54e15-0e63-4daa-b476-3c5b3e99f318,"84164 Rivera Pike Suite 640, West Windsor, NJ 08176",3701916,5,6.0,5729,4.24,2021,Single Family,For Sale
f8b15302-d627-4b13-bad0-77bfcd72997a,"374 Collier Way Apt. 402, Lawrenceville, NJ 07980",2530782,3,2.5,3842,3.47,1959,Multi-Family,For Sale
d8e4ec36-fa0b-41f1-9e66-65238a631c48,"7830 Keith Radial, Franklin Township, NJ 08310",3109970,6,4.5,5357,1.58,2019,Single Family,For Sale
4fda2158-ab01-4ba6-ad4e-f7771bab3c40,"1217 Joshua Expressway, East Brunswick, NJ 07880",1183284,5,5.0,3192,2.89,1977,Townhouse,For Sale
dfa656d4-fabe-4ed9-a193-433da690e239,"21125 Michael Viaduct Suite 580, South Brunswick, NJ 08492",2652494,7,6.0,5687,2.53,2020,Single Family,For Sale
8d184176-434d-4694-bee8-5880c7acdec1,"6086 Jessica Branch Suite 343, Hillsborough, NJ 08843",2326796,6,4.5,4463,3.21,1962,Single Family,For Sale
db840ad6-c85e-4de6-ac93-95534cb9f3dc,"161 Smith Island, South Brunswick, NJ 08737",1109125,6,3.0,3338,2.55,1987,Multi-Family,For Sale
771a4658-c699-4ad3-a961-91a1bd36bb59,"3055 Sparks Avenue, Plainsboro, NJ 07366",3697061,3,5.0,5177,2.03,2001,Townhouse,For Sale
c0373dd2-8e3e-4bc7-816e-72b72718a7b5,"45099 Steven Corner Apt. 212, East Brunswick, NJ 08673",3696788,6,5.0,6060,3.22,2023,Single Family,For Sale
c07934c7-8e35-47aa-8202-d3b437b0fbb1,"6269 Martinez Freeway, Hillsborough, NJ 08097",2538317,6,5.0,5109,2.1,1954,Single Family,For Sale
a8fa71a1-1e9a-4df3-b7f5-3a4508c1125f,"153 Vaughan Walks Apt. 370, Hillsborough, NJ 08142",1323575,2,3.5,2652,0.63,1984,Single Family,For Sale
9a15dfe2-4177-4a76-9823-307cbe55057e,"4874 Michael Row Apt. 679, West Windsor, NJ 08335",912203,2,5.0,3236,2.55,2021,Condo,For Sale
c94fa73e-66c5-4749-92c6-864aac519d16,"0036 Morales Ferry, Hillsborough, NJ 07927",1563304,4,4.0,3546,0.95,1995,Single Family,For Sale
78a1ca49-d677-456e-851c-b1b2ef04e6bf,"4809 James Village, Hillsborough, NJ 07058",850128,2,4.0,2330,1.57,1947,Townhouse,For Sale
9467aab2-2fef-48f2-aef0-c8d41b2c4929,"7700 Gilbert Cliffs, Franklin Township, NJ 08693",2850245,3,5.5,4470,4.19,2023,Single Family,For Sale
d86605a3-d98c-4ec9-94f9-0dc16f70caa9,"05710 Jose Terrace, Lawrenceville, NJ 07219",3609230,7,6.0,6683,2.38,1995,Single Family,For Sale
a598fe46-3d94-4c7b-9b58-256890550bfc,"5957 Pamela Causeway Suite 912, Bridgewater, NJ 08456",713577,6,3.0,2822,1.89,1978,Single Family,For Sale
baed31a0-9f65-47da-aeda-b184cd9d57db,"2728 Luis Stravenue Apt. 035, Lawrenceville, NJ 07325",2044402,2,4.0,2928,2.5,1960,Single Family,For Sale
7ac9ad7a-cad7-4d03-a5ba-8ffc655fd4c7,"7057 Anthony Park Suite 810, Lawrenceville, NJ 08534",757619,2,1.5,2246,2.17,1961,Single Family,For Sale
7c69467f-7500-42df-bd5c-2af4f7d1d8cf,"28709 Ronald Springs, Hopewell, NJ 08005",3588750,3,5.5,4731,3.28,2022,Townhouse,For Sale
1e6879ae-bcf6-40d8-8a2d-2bf96fa47632,"3867 Bright Lock Suite 869, Hopewell, NJ 07201",3886053,4,4.0,5800,3.13,1982,Single Family,For Sale
84cbb95c-f35c-4441-bd2e-7ea95d384258,"99874 Alexandra Estate Apt. 887, East Brunswick, NJ 07218",1814816,6,3.5,3787,1.31,2003,Townhouse,For Sale
fdacf4c2-954d-4b16-8701-39f45d500ea7,"9541 Coleman Cove Apt. 289, Hillsborough, NJ 08561",3553875,7,3.5,5779,1.97,2006,Single Family,For Sale
008e1499-22b3-424f-ad13-b51f5e6f5a85,"750 Adrienne Springs, South Brunswick, NJ 08230",3638638,3,4.0,4903,3.02,1997,Single Family,For Sale
f2aba9e6-2a6a-4d87-91d1-446c5c23c003,"74774 James Roads Suite 416, Princeton, NJ 07743",1028860,5,4.0,3233,2.76,1989,Single Family,For Sale
4c17dabe-5e81-482d-94eb-a19c83ba2d59,"6243 Jennifer Harbors Suite 924, Hillsborough, NJ 07931",2683363,5,4.0,4655,1.68,2009,Multi-Family,For Sale
bce9e4c3-ba4c-4d59-a0cb-ff2cde22d474,"1857 Walker Lodge, Edison, NJ 08579",791775,3,3.5,2282,1.83,1998,Multi-Family,For Sale
7c7246c2-0610-4ac9-9855-5984574dc347,"259 Bishop Cliff Suite 410, Montgomery, NJ 07989",2494040,6,4.0,4970,2.62,1994,Single Family,For Sale
dda4c7a6-05c4-41f5-b07c-6c7ef7f39686,"2142 Jessica Place Suite 115, Hillsborough, NJ 07396",1041427,4,2.0,2672,0.53,1951,Single Family,For Sale
647cb402-b873-4938-b6c1-28908aea5399,"878 Wright Circle Apt. 097, Hopewell, NJ 07750",3425514,7,6.0,6375,2.65,1963,Townhouse,For Sale
5e992586-12d4-4e2c-a527-4c5ec7b3c79a,"3706 Brown Haven Suite 283, Hopewell, NJ 07619",1050869,2,4.5,2052,1.48,1973,Single Family,For Sale
c0b480cd-6d2f-4f1a-a163-f789dca9852d,"30920 Collins Radial Suite 171, Piscataway, NJ 08283",2422463,7,5.0,5291,3.76,1959,Townhouse,For Sale
4cd4d0c2-0d53-497f-a5c2-d41fec602560,"3456 Rachel Extension Suite 746, Lawrenceville, NJ 08356",1402982,3,3.0,3527,2.29,2007,Single Family,For Sale
8e29d751-c8fb-4279-9846-f62ad514fcc9,"4989 Johnson Isle, Edison, NJ 07830",1342236,4,5.0,3206,2.2,1966,Multi-Family,For Sale
34bd4914-ce16-4faf-a3d6-4c568aa3ad8b,"88370 Connie Prairie Apt. 895, Hopewell, NJ 08716",3954973,4,4.0,5302,2.57,1975,Single Family,For Sale
fde0292d-ff6a-48a7-bd8f-a359d83afbae,"32448 Curtis Stravenue, South Brunswick, NJ 07193",3703074,7,4.0,5864,2.53,1995,Single Family,For Sale
fe689397-8ca5-4e7b-bec9-22cda7338edb,"18224 Weeks Prairie Apt. 403, Bridgewater, NJ 08528",1107809,6,5.0,3725,2.25,1968,Single Family,For Sale
412a70f0-a182-48e7-8d07-81c7065213ff,"403 Chad Junctions, Hillsborough, NJ 08483",722127,5,3.5,3178,2.42,1940,Single Family,For Sale
ea0831d5-8d7a-42cc-9855-ce3a835b168f,"07162 Cox Brook, Franklin Township, NJ 07859",850150,3,4.0,2502,2.77,1968,Single Family,For Sale
10031424-68a3-439c-aade-5724f61f771d,"9418 Shelton Plains, West Windsor, NJ 08663",3329669,3,6.0,5172,2.33,2014,Single Family,For Sale
5c656ace-6c9b-4a19-8524-39f756824b94,"8541 Miller Streets Suite 369, Piscataway, NJ 08151",2344045,4,6.0,4312,1.49,2003,Single Family,For Sale
92cc2b4c-19ca-4f4f-9477-2133a665b083,"912 Fletcher Lodge Apt. 723, Hillsborough, NJ 08052",3540185,7,5.0,5921,2.98,1999,Single Family,For Sale
bdf4bbdc-0f79-4a2c-bb91-e94e1ac3d4d2,"203 Rachel Cliffs, Montgomery, NJ 08228",1996029,3,6.0,3977,3.08,1981,Multi-Family,For Sale
2ba25ee0-f1a1-4fbe-a2a0-6054ab15ef21,"837 Rachel Station Suite 182, West Windsor, NJ 07520",1118982,3,3.5,3319,1.28,1955,Townhouse,For Sale
7ad4eaa8-2d73-430b-8256-46f5ba39b483,"248 Lynn Overpass, Piscataway, NJ 08668",2986627,3,4.0,4656,4.3,1968,Single Family,For Sale
a23f4fcb-f37b-4ba3-9362-aafaa4625eb2,"859 Caitlin Overpass Suite 423, Hillsborough, NJ 07816",2579220,7,5.0,5143,2.39,1940,Single Family,For Sale
1cf195a2-64fd-4348-869b-495593226ad6,"23530 Bryan Ports Suite 408, South Brunswick, NJ 07676",1911536,2,3.0,2985,3.58,1983,Single Family,For Sale
4f5b40e3-03f5-4d33-b4a3-acbd56d76051,"1696 Houston View, South Brunswick, NJ 08720",2250422,4,6.0,5620,2.36,2019,Condo,For Sale
2986847f-33fc-4c6b-ac91-b3142ba82569,"20975 Cross Lake, Hillsborough, NJ 07622",2148260,3,4.5,4175,2.83,1996,Single Family,For Sale
3c02be8b-365b-45ad-b9a0-9c0e5fe73b42,"5895 Harvey View, Bridgewater, NJ 07782",1724287,3,5.0,4355,3.0,1943,Condo,For Sale
1b3e0fc7-e5bb-413a-b92f-b5c1e17b5563,"3093 Sarah Mountains, Montgomery, NJ 07995",695705,2,3.5,2132,0.85,1989,Single Family,For Sale
6313bd3a-02ab-41cd-aaf1-f5c04ad8063d,"1934 Watts Key Apt. 599, West Windsor, NJ 07982",2288329,5,5.5,4147,3.52,1985,Single Family,For Sale
e42e2c67-6f60-4591-a927-ec2436cbfc96,"462 Megan Port, South Brunswick, NJ 07474",761059,2,2.5,2269,0.36,1990,Single Family,For Sale
4d3532b8-abf7-465b-93a4-2b9cf116194c,"2254 Dean Rue, Edison, NJ 07608",927174,6,5.0,3730,0.88,1966,Single Family,For Sale
b7e89869-388f-413a-9855-f4b702add0fc,"37497 Valdez Turnpike, Woodbridge, NJ 08343",1933746,2,3.0,3249,0.9,2015,Single Family,For Sale
6d71e93d-6b73-4931-a2c7-a8e277b53e56,"7741 Perkins Views, Lawrenceville, NJ 07742",1831002,4,4.5,4314,2.72,1991,Townhouse,For Sale
6dcb2d00-5b14-4372-b0bb-08f1165122fd,"0085 Berg Mountain, Edison, NJ 08710",508740,2,2.5,1559,2.07,1945,Multi-Family,For Sale
43f8c016-4f23-4c09-a55f-91339bc1379e,"39955 Smith Way, East Brunswick, NJ 07082",2230147,5,4.5,4697,3.7,1966,Condo,For Sale
8abd711c-b268-4913-8853-7f69c9813d11,"040 Christopher Fall, Piscataway, NJ 08515",1166733,4,2.5,2855,2.28,2011,Single Family,For Sale
779ec796-6422-42a6-be52-f26f0ee50cde,"604 Luna Avenue Suite 881, Hillsborough, NJ 08857",3039190,6,4.5,5225,4.02,2016,Single Family,For Sale
bd913964-2839-4b20-88f0-0b0c295e136a,"3457 Jones Island, Hillsborough, NJ 08668",3968476,7,5.5,6410,2.83,2007,Townhouse,For Sale
721d31f9-e36f-4aca-9e56-d47da901ae34,"84652 Omar Throughway Apt. 573, Woodbridge, NJ 08166",3269330,4,4.0,4923,3.04,2002,Single Family,For Sale
2b271515-d1b3-407b-9350-d8feb532b889,"05276 Tina Ville, South Brunswick, NJ 08515",1153960,5,2.5,3381,3.27,1953,Townhouse,For Sale
b9dd0b65-b0bb-4d67-b365-c839e0fa027a,"744 Johnson View Apt. 484, South Brunswick, NJ 08780",3160495,7,4.0,6158,1.95,1991,Single Family,For Sale
f8ef7c74-fa72-4438-af10-fb336dc6cd83,"5960 Candice Court Suite 655, Plainsboro, NJ 07796",1675697,4,4.5,2558,1.0,2003,Single Family,For Sale
6325414f-baba-461c-9255-4430efa89c37,"6437 Sally Avenue Apt. 330, Hopewell, NJ 07298",1478721,3,5.0,2486,2.48,1962,Multi-Family,For Sale
9bc4e108-6c15-4c61-83d6-581bc41a8539,"62907 Lambert Mission, New Brunswick, NJ 08800",880766,6,2.0,3200,2.5,2005,Single Family,For Sale
1df08196-2868-4526-839d-74aa91a5f603,"4085 Thomas Harbors Apt. 783, West Windsor, NJ 08390",3147673,3,6.0,5020,3.74,2004,Single Family,For Sale
d8d8a13b-6f32-4958-8249-0b09eb7277c5,"4231 Erickson Square Suite 101, New Brunswick, NJ 08019",1200737,6,3.0,4254,1.42,1941,Multi-Family,For Sale
e95206b8-6bd8-4b11-82d8-35db166c5e1c,"18858 Jeff Neck, East Brunswick, NJ 07992",1852802,5,2.5,3623,3.22,1964,Multi-Family,For Sale
2f118eff-ffa8-498d-b911-90537be26fff,"040 Williams Mall Apt. 693, Plainsboro, NJ 07384",2562894,5,4.5,4746,3.19,1973,Single Family,For Sale
6ee4f857-c534-4b6d-8429-c2c441bcf187,"633 Taylor Hill Suite 043, New Brunswick, NJ 08113",2096242,2,3.0,3300,2.83,2013,Single Family,For Sale
37c9e630-0235-4ed2-854d-8341d96d4f27,"86733 Wright Terrace, Lawrenceville, NJ 07640",1192927,2,2.0,3025,1.17,2005,Condo,For Sale
c10c2cca-1cbd-433d-a6e4-6c319baaf12a,"13245 Michael Terrace, Montgomery, NJ 07997",740694,5,5.0,3876,1.5,1955,Condo,For Sale
7c9bd93d-6c8a-4879-a030-546b259a1083,"562 Hicks Trace Apt. 558, Hillsborough, NJ 07204",726956,5,4.0,2757,3.09,1965,Single Family,For Sale
c70c7f8d-8f8b-4e9d-8680-890390640437,"08282 Allen Vista, Bridgewater, NJ 08568",3425184,4,4.5,5846,3.51,2001,Townhouse,For Sale
c139c8b4-52ff-4d1b-86bf-837b26e20202,"324 Davis Lock Apt. 846, Plainsboro, NJ 08415",1251060,3,3.0,2500,1.64,1973,Single Family,For Sale
4c4a5bbe-8761-43e7-906b-3937b00a1fe4,"967 Mary Circle Suite 115, South Brunswick, NJ 08302",991412,4,4.0,3710,0.87,1982,Single Family,For Sale
59d154d4-1cfa-4f04-9ad9-9df556e12fba,"4200 Bailey Crest Apt. 565, Woodbridge, NJ 07927",2939556,4,5.5,4842,1.99,1953,Multi-Family,For Sale
ff3f321b-7e2b-424b-bb68-c9afb149eaa4,"9982 Kimberly Square, Hopewell, NJ 08945",2585725,7,3.5,5571,3.54,1949,Single Family,For Sale
bca8eed8-b76b-4a66-88a2-958147284239,"839 Michael Terrace, West Windsor, NJ 07763",3931903,7,5.0,6777,4.14,1994,Single Family,For Sale
f9ffdb86-f595-48a1-8441-91c0452503b4,"6715 Allen Spring, Piscataway, NJ 08591",1586889,6,5.0,4209,1.05,2008,Condo,For Sale
373dabdb-94c5-4740-8eab-a237f17188d3,"631 Raymond Parkways, South Brunswick, NJ 07878",3154829,4,4.0,4669,2.56,1991,Single Family,For Sale
7f0c2ab5-6531-4ace-a4b1-064ed4937ecc,"0360 Larry Bridge, Lawrenceville, NJ 08024",3861151,7,5.5,6579,2.95,1993,Single Family,For Sale
22da276a-7056-4493-b2bf-f18a52a84a3e,"9680 Kenneth Mills Apt. 287, Montgomery, NJ 08046",2345791,4,4.0,4383,2.63,1966,Single Family,For Sale
2e2cc599-4f32-48f4-9041-4ada6b33a37e,"08542 David Lock Suite 698, Hillsborough, NJ 07687",828815,4,2.5,2344,2.6,1984,Townhouse,For Sale
397d57bf-55b6-461f-8b1d-dcc685f03906,"724 Norman Motorway Suite 099, Hillsborough, NJ 07837",3312532,6,6.0,6046,4.36,1975,Single Family,For Sale
e6a71b09-4c2e-40f2-8ed7-dfa507203ad2,"215 Anderson Flats Suite 646, Hopewell, NJ 08676",1709478,5,2.5,3485,0.99,1975,Single Family,For Sale
4061d3e8-9147-45e1-8a4e-9311eed3f920,"18055 John Mills Suite 138, South Brunswick, NJ 07835",1432554,2,5.0,3165,3.18,1984,Single Family,For Sale
63de8fc1-01fe-4396-89ca-1bc9704f7ba0,"46267 Raymond Hills Suite 732, Hillsborough, NJ 07554",508647,2,2.0,1881,1.48,1941,Condo,For Sale
87096fd7-bf1a-43a0-8527-01fd537b517c,"7472 Evan Route, Hopewell, NJ 08119",3068320,5,4.5,5433,1.54,1998,Single Family,For Sale
46b57502-65ec-47af-9c54-875ec86906f9,"81725 Roberto Isle, Piscataway, NJ 08805",518104,5,1.5,2681,0.78,1980,Condo,For Sale
503972a3-6a5d-44a2-960f-103551274298,"85973 Hughes Harbor Apt. 484, Lawrenceville, NJ 07726",2265370,5,2.5,4183,2.62,1985,Single Family,For Sale
558d1ca4-60f7-4cf6-aa57-40b7fb74489c,"6367 Martin Turnpike, Piscataway, NJ 08759",3961457,3,6.0,5500,3.59,2009,Single Family,For Sale
5b8c757c-5019-4138-a89e-b0cf7b10e9e8,"3283 Walker Rapids Apt. 743, Hopewell, NJ 08462",3058115,5,5.5,4877,2.32,2024,Single Family,For Sale
734b0b8a-9147-4c10-b7a9-1c3fa3d4bd38,"021 Samuel Station Apt. 440, Lawrenceville, NJ 07655",3431076,6,6.0,5587,2.03,2024,Single Family,For Sale
754d4171-6f02-4db5-bba2-bcf3f4a16e0e,"077 Carroll Cove Apt. 906, Franklin Township, NJ 08829",1667894,5,5.5,3941,2.21,2012,Townhouse,For Sale
78157b63-a1fb-4dc8-9f76-0bffc92eab60,"33955 Stewart Squares, Hillsborough, NJ 08658",2837256,3,4.5,4323,1.45,1951,Single Family,For Sale
04d68336-76a2-4127-b868-7caa1bae75f3,"24204 Jones Glen, South Brunswick, NJ 08612",3523588,6,6.0,5981,2.47,2019,Single Family,For Sale
f476e64b-afeb-495d-852f-40d91d982559,"87858 Dixon Spring, Montgomery, NJ 07921",2170279,2,6.0,4237,1.23,1974,Single Family,For Sale
ec6e1b8b-06fa-49f7-9007-500ee8cfaae8,"7885 Gary Parkways Suite 269, Bridgewater, NJ 08040",1242946,5,5.0,4182,1.73,1962,Condo,For Sale
400ddf2a-1572-48a3-9ab1-224cd855e4fe,"15221 Ramos Meadows, Plainsboro, NJ 08456",2994260,4,3.5,4828,3.97,2020,Single Family,For Sale
a21d93d9-9c14-4ede-accf-b203bdf62d7c,"474 Daniel Mountains Apt. 462, Lawrenceville, NJ 07134",3312136,5,6.0,5500,4.51,2001,Single Family,For Sale
8ddd9ecb-4644-40bc-9fb7-ccdf287fa2b6,"11970 Matthew Trace, Plainsboro, NJ 08417",872782,3,4.0,2963,1.81,1975,Single Family,For Sale
db96d5c0-8da1-4d90-bc00-f44f1628e0b3,"044 Elizabeth Fall, West Windsor, NJ 07041",1510972,4,2.5,3113,1.59,1964,Single Family,For Sale
857ef89c-a3df-4431-9990-38c1b18ba0e4,"59661 Karina Brook, Hillsborough, NJ 07405",2194135,3,5.5,3546,3.47,1991,Townhouse,For Sale
